series_name,team_name,player_name,position_name,match_played,total_points,total_raid_points,tackle_points,total_raids,success_raids,unsuccess_raids,empty_raid,super_raids,success_raid_percent,tackle_success_rate,total_tackles,success_tackles,unsuccesful_tackles,super_tackles,most_point_in_a_match,green_cards,yellow_cards,red_cards
 Season 4,Gujarat Fortunegiants,Sunil Kumar,Defender,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,50.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
 Season 5,Gujarat Fortunegiants,Sunil Kumar,Defender,24.0,58.0,1.0,57.0,31.0,1.0,1.0,29.0,0.0,3.22,56.43,101.0,55.0,46.0,2.0,7.0,4.0,1.0,0.0
 Season 6,Gujarat Fortunegiants,Sunil Kumar,Defender,25.0,76.0,0.0,76.0,30.0,0.0,1.0,29.0,0.0,0.0,54.28,140.0,72.0,68.0,4.0,8.0,2.0,0.0,0.0
 Season 7,Gujarat Fortunegiants,Sunil Kumar,Defender,18.0,47.0,1.0,46.0,13.0,1.0,0.0,12.0,0.0,7.69,53.48,86.0,40.0,46.0,6.0,7.0,0.0,0.0,0.0
 Overall,Gujarat Fortunegiants,Sunil Kumar,Defender,68.0,182.0,3.0,179.0,76.0,3.0,2.0,71.0,0.0,3.94,54.07,331.0,167.0,164.0,12.0,8.0,6.0,1.0,0.0
 Season 4,Bengal Warriors,Ravindra Ramesh Kumawat,Raider,2.0,3.0,2.0,1.0,8.0,2.0,3.0,3.0,0.0,25.0,100.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
 Season 5,Bengal Warriors,Ravindra Ramesh Kumawat,Raider,2.0,2.0,2.0,0.0,7.0,2.0,3.0,2.0,0.0,28.57,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
 Season 6,Bengal Warriors,Ravindra Ramesh Kumawat,Raider,12.0,42.0,37.0,5.0,91.0,29.0,20.0,42.0,2.0,40.65,27.77,18.0,5.0,13.0,0.0,8.0,0.0,0.0,0.0
 Season 7,Bengal Warriors,Ravindra Ramesh Kumawat,Raider,2.0,2.0,1.0,1.0,7.0,1.0,3.0,3.0,0.0,14.28,100.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
 Overall,Bengal Warriors,Ravindra Ramesh Kumawat,Raider,18.0,49.0,42.0,7.0,113.0,34.0,29.0,50.0,2.0,37.16,33.33,21.0,7.0,14.0,0.0,8.0,0.0,0.0,0.0
 Season 4,Bengal Warriors,Amit Nagar,Raider,3.0,2.0,2.0,0.0,6.0,1.0,3.0,2.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
 Season 6,Bengal Warriors,Amit Nagar,Raider,9.0,21.0,15.0,6.0,36.0,13.0,8.0,15.0,0.0,41.66,37.5,16.0,6.0,10.0,0.0,7.0,0.0,0.0,0.0
 Overall,Bengal Warriors,Amit Nagar,Raider,12.0,23.0,17.0,6.0,42.0,14.0,11.0,17.0,0.0,40.47,37.5,16.0,6.0,10.0,0.0,7.0,0.0,0.0,0.0
 Season 5,Bengaluru Bulls,Harish Naik,Raider,14.0,24.0,24.0,0.0,53.0,20.0,17.0,16.0,0.0,45.28,0.0,6.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0
 Season 6,Bengaluru Bulls,Harish Naik,Raider,7.0,21.0,21.0,0.0,29.0,14.0,9.0,6.0,0.0,72.41,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0
 Season 4,Bengaluru Bulls,Harish Naik,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Bengaluru Bulls,Harish Naik,Raider,21.0,45.0,45.0,0.0,82.0,34.0,26.0,22.0,0.0,54.87,0.0,7.0,0.0,7.0,0.0,11.0,0.0,0.0,0.0
 Season 4,U Mumba,Athul MS,Raider,4.0,8.0,8.0,0.0,14.0,6.0,6.0,2.0,0.0,57.14,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
 Season 6,U Mumba,Athul MS,Raider,19.0,56.0,55.0,1.0,105.0,46.0,42.0,17.0,0.0,52.38,6.25,16.0,1.0,15.0,0.0,8.0,3.0,0.0,0.0
 Season 7,U Mumba,Athul MS,Raider,14.0,45.0,45.0,0.0,107.0,32.0,37.0,38.0,0.0,42.05,0.0,4.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0
 Season 5,U Mumba,Athul MS,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,U Mumba,Athul MS,Raider,37.0,109.0,108.0,1.0,226.0,84.0,85.0,57.0,0.0,47.78,4.76,21.0,1.0,20.0,0.0,9.0,3.0,0.0,0.0
 Season 4,Patna Pirates,Ravinder Kumar,All Rounder,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
 Season 5,Patna Pirates,Ravinder Kumar,All Rounder,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
 Season 6,Patna Pirates,Ravinder Kumar,All Rounder,8.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,31.03,29.0,8.0,21.0,1.0,3.0,1.0,0.0,0.0
 Overall,Patna Pirates,Ravinder Kumar,All Rounder,12.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,27.02,37.0,9.0,28.0,1.0,3.0,1.0,0.0,0.0
 Season 4,Dabang Delhi K.C.,Anil Kumar,"Defender, left corner",9.0,16.0,1.0,15.0,10.0,1.0,1.0,8.0,0.0,10.0,60.0,25.0,11.0,14.0,4.0,4.0,1.0,0.0,0.0
 Season 5,Dabang Delhi K.C.,Anil Kumar,"Defender, left corner",5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28,14.0,2.0,12.0,0.0,2.0,0.0,0.0,0.0
 Season 6,Dabang Delhi K.C.,Anil Kumar,"Defender, left corner",5.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,38.88,18.0,6.0,12.0,1.0,4.0,0.0,0.0,0.0
 Overall,Dabang Delhi K.C.,Anil Kumar,"Defender, left corner",19.0,25.0,1.0,24.0,10.0,1.0,1.0,8.0,0.0,10.0,42.1,57.0,19.0,38.0,5.0,4.0,1.0,0.0,0.0
 Season 4,Bengaluru Bulls,Vinod Kumar,Raider,9.0,20.0,19.0,1.0,61.0,16.0,14.0,31.0,0.0,31.14,16.66,6.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0
 Season 5,Bengaluru Bulls,Vinod Kumar,Raider,19.0,41.0,33.0,8.0,123.0,27.0,31.0,65.0,0.0,26.82,27.58,29.0,8.0,21.0,0.0,8.0,0.0,0.0,0.0
 Season 7,Bengaluru Bulls,Vinod Kumar,Raider,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Bengaluru Bulls,Vinod Kumar,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Bengaluru Bulls,Vinod Kumar,Raider,29.0,61.0,52.0,9.0,184.0,43.0,45.0,96.0,0.0,28.26,24.32,37.0,9.0,28.0,0.0,8.0,0.0,0.0,0.0
 Season 4,U.P. Yoddha,Monu Goyat,Raider,13.0,63.0,59.0,4.0,168.0,52.0,41.0,75.0,0.0,35.11,30.76,13.0,3.0,10.0,1.0,11.0,0.0,0.0,0.0
 Season 5,U.P. Yoddha,Monu Goyat,Raider,26.0,202.0,191.0,11.0,365.0,159.0,78.0,128.0,4.0,52.32,31.42,35.0,10.0,25.0,1.0,12.0,0.0,0.0,0.0
 Season 6,U.P. Yoddha,Monu Goyat,Raider,20.0,164.0,160.0,4.0,301.0,128.0,77.0,96.0,3.0,53.15,14.81,27.0,4.0,23.0,0.0,17.0,8.0,0.0,0.0
 Season 7,U.P. Yoddha,Monu Goyat,Raider,9.0,46.0,43.0,3.0,110.0,38.0,29.0,43.0,0.0,39.09,30.0,10.0,2.0,8.0,1.0,10.0,1.0,0.0,0.0
 Overall,U.P. Yoddha,Monu Goyat,Raider,68.0,475.0,453.0,22.0,944.0,377.0,225.0,342.0,7.0,47.98,25.88,85.0,19.0,66.0,3.0,17.0,9.0,0.0,0.0
 Season 4,Gujarat Fortunegiants,Ajay Kumar,Raider,15.0,61.0,61.0,0.0,107.0,44.0,23.0,40.0,1.0,57.0,0.0,7.0,0.0,7.0,0.0,11.0,1.0,0.0,0.0
 Season 5,Gujarat Fortunegiants,Ajay Kumar,Raider,22.0,89.0,89.0,0.0,257.0,70.0,58.0,129.0,2.0,34.63,0.0,4.0,0.0,4.0,0.0,13.0,1.0,0.0,0.0
 Season 6,Gujarat Fortunegiants,Ajay Kumar,Raider,13.0,33.0,32.0,1.0,88.0,23.0,20.0,45.0,1.0,36.36,20.0,5.0,1.0,4.0,0.0,8.0,0.0,0.0,0.0
 Overall,Gujarat Fortunegiants,Ajay Kumar,Raider,50.0,183.0,182.0,1.0,452.0,137.0,101.0,214.0,4.0,40.26,6.25,16.0,1.0,15.0,0.0,13.0,2.0,0.0,0.0
 Season 4,Patna Pirates,Jawahar Dagar,Defender,6.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,16.66,12.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0
 Season 5,Patna Pirates,Jawahar Dagar,Defender,18.0,35.0,6.0,29.0,23.0,3.0,5.0,15.0,0.0,26.08,42.02,69.0,26.0,43.0,3.0,4.0,0.0,0.0,0.0
 Season 6,Patna Pirates,Jawahar Dagar,Defender,15.0,23.0,3.0,20.0,5.0,1.0,2.0,2.0,0.0,60.0,33.89,59.0,17.0,42.0,3.0,5.0,0.0,0.0,0.0
 Season 7,Patna Pirates,Jawahar Dagar,Defender,7.0,5.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,27.77,18.0,5.0,13.0,0.0,2.0,0.0,0.0,0.0
 Overall,Patna Pirates,Jawahar Dagar,Defender,46.0,65.0,9.0,56.0,31.0,4.0,9.0,18.0,0.0,29.03,35.44,158.0,50.0,108.0,6.0,5.0,0.0,0.0,0.0
 Season 5,Bengal Warriors,Kuldeep,Raider,5.0,2.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,40.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0
 Overall,Bengal Warriors,Kuldeep,Raider,5.0,2.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,40.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0
 Season 6,Haryana Steelers,Patrick Nzau Muvai,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Haryana Steelers,Patrick Nzau Muvai,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 7,Dabang Delhi K.C.,Saeid Ghaffari,"Defender, left cover",9.0,8.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,40.0,20.0,8.0,12.0,0.0,4.0,0.0,0.0,0.0
 Overall,Dabang Delhi K.C.,Saeid Ghaffari,"Defender, left cover",9.0,8.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,40.0,20.0,8.0,12.0,0.0,4.0,0.0,0.0,0.0
 Season 5,Telugu Titans,Farhad Rahimi Milaghardan,All Rounder,18.0,28.0,6.0,22.0,18.0,5.0,7.0,6.0,0.0,33.33,40.74,54.0,22.0,32.0,0.0,4.0,0.0,0.0,0.0
 Season 6,Telugu Titans,Farhad Rahimi Milaghardan,All Rounder,22.0,47.0,22.0,25.0,60.0,17.0,11.0,32.0,0.0,36.66,36.23,69.0,21.0,48.0,4.0,5.0,3.0,0.0,0.0
 Season 7,Telugu Titans,Farhad Rahimi Milaghardan,All Rounder,18.0,52.0,25.0,27.0,71.0,20.0,11.0,40.0,0.0,35.21,40.9,66.0,27.0,39.0,0.0,5.0,0.0,0.0,0.0
 Overall,Telugu Titans,Farhad Rahimi Milaghardan,All Rounder,58.0,127.0,53.0,74.0,149.0,42.0,29.0,78.0,0.0,35.57,39.15,189.0,70.0,119.0,4.0,5.0,3.0,0.0,0.0
 Season 7,Bengal Warriors,Mohammad Esmaeil Nabibakhsh,All Rounder,19.0,95.0,70.0,25.0,185.0,55.0,36.0,94.0,3.0,37.83,48.07,52.0,23.0,29.0,2.0,10.0,0.0,0.0,0.0
 Overall,Bengal Warriors,Mohammad Esmaeil Nabibakhsh,All Rounder,19.0,95.0,70.0,25.0,185.0,55.0,36.0,94.0,3.0,37.83,48.07,52.0,23.0,29.0,2.0,10.0,0.0,0.0,0.0
 Season 5,Telugu Titans,Abozar Mohajermighani,Defender,24.0,66.0,1.0,65.0,6.0,0.0,1.0,5.0,0.0,16.66,56.03,116.0,63.0,53.0,2.0,5.0,2.0,1.0,0.0
 Season 6,Telugu Titans,Abozar Mohajermighani,Defender,21.0,56.0,0.0,56.0,26.0,0.0,0.0,26.0,0.0,0.0,57.14,98.0,48.0,50.0,8.0,6.0,0.0,0.0,0.0
 Season 7,Telugu Titans,Abozar Mohajermighani,Defender,18.0,40.0,1.0,39.0,6.0,0.0,2.0,4.0,0.0,16.66,44.82,87.0,36.0,51.0,3.0,5.0,0.0,0.0,0.0
 Overall,Telugu Titans,Abozar Mohajermighani,Defender,63.0,162.0,2.0,160.0,38.0,0.0,3.0,35.0,0.0,5.26,53.15,301.0,147.0,154.0,13.0,6.0,2.0,1.0,0.0
 Season 7,Tamil Thalaivas,Milad Sheibak,Defender,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Tamil Thalaivas,Milad Sheibak,Defender,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 7,Bengal Warriors,Mohammad Taghi Paein Mahali,Raider,3.0,1.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,25.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
 Overall,Bengal Warriors,Mohammad Taghi Paein Mahali,Raider,3.0,1.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,25.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
 Season 6,Bengaluru Bulls,Gyung Tae Kim,All Rounder,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Bengaluru Bulls,Gyung Tae Kim,All Rounder,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 5,U Mumba,Yong Joo Ok,All Rounder,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,50.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
 Overall,U Mumba,Yong Joo Ok,All Rounder,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,50.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
 Season 5,Tamil Thalaivas,Chan Sik Park,All Rounder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Tamil Thalaivas,Chan Sik Park,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Tamil Thalaivas,Chan Sik Park,All Rounder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
 Season 5,Jaipur Pink Panthers,Dong Gyu Kim,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Jaipur Pink Panthers,Dong Gyu Kim,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 7,Jaipur Pink Panthers,Dong Gyu Kim,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Jaipur Pink Panthers,Dong Gyu Kim,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 5,Tamil Thalaivas,Jae Min Lee,"Defender, left corner",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Tamil Thalaivas,Jae Min Lee,"Defender, left corner",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Tamil Thalaivas,Jae Min Lee,"Defender, left corner",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 5,U Mumba,Young Chang Ko,"Defender, left cover",14.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,27.0,2.0,25.0,0.0,1.0,0.0,0.0,0.0
 Season 6,U Mumba,Young Chang Ko,"Defender, left cover",13.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,44.11,34.0,11.0,23.0,4.0,5.0,0.0,0.0,0.0
 Season 7,U Mumba,Young Chang Ko,"Defender, left cover",10.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15,13.0,4.0,9.0,2.0,4.0,0.0,0.0,0.0
 Overall,U Mumba,Young Chang Ko,"Defender, left cover",37.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,31.08,74.0,17.0,57.0,6.0,5.0,0.0,0.0,0.0
 Season 5,U Mumba,Dong Geon Lee,Raider,17.0,29.0,29.0,0.0,68.0,24.0,20.0,24.0,0.0,42.64,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0
 Season 6,U Mumba,Dong Geon Lee,Raider,11.0,31.0,31.0,0.0,65.0,22.0,15.0,28.0,1.0,47.69,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0
 Season 7,U Mumba,Dong Geon Lee,Raider,4.0,10.0,10.0,0.0,25.0,7.0,7.0,11.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
 Overall,U Mumba,Dong Geon Lee,Raider,32.0,70.0,70.0,0.0,158.0,53.0,42.0,63.0,1.0,44.3,0.0,6.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0
 Season 5,Bengal Warriors,Ziaur Rahman,"Defender, left cover",16.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,40.81,49.0,18.0,31.0,2.0,6.0,2.0,0.0,0.0
 Season 6,Bengal Warriors,Ziaur Rahman,"Defender, left cover",18.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,42.0,12.0,30.0,0.0,3.0,0.0,0.0,0.0
 Overall,Bengal Warriors,Ziaur Rahman,"Defender, left cover",34.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,35.16,91.0,30.0,61.0,2.0,6.0,2.0,0.0,0.0
 Season 7,Gujarat Fortunegiants,Mohammad Shazid Hossain,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Gujarat Fortunegiants,Mohammad Shazid Hossain,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 5,U.P. Yoddha,Mohsen Maghsoudloujafari,All Rounder,16.0,47.0,41.0,6.0,83.0,26.0,20.0,37.0,2.0,49.39,37.5,16.0,5.0,11.0,1.0,12.0,0.0,0.0,0.0
 Season 6,U.P. Yoddha,Mohsen Maghsoudloujafari,All Rounder,19.0,56.0,29.0,27.0,112.0,25.0,25.0,62.0,0.0,25.89,51.92,52.0,25.0,27.0,2.0,7.0,2.0,0.0,0.0
 Season 7,U.P. Yoddha,Mohsen Maghsoudloujafari,All Rounder,10.0,7.0,4.0,3.0,23.0,3.0,10.0,10.0,0.0,17.39,37.5,8.0,2.0,6.0,1.0,2.0,0.0,0.0,0.0
 Overall,U.P. Yoddha,Mohsen Maghsoudloujafari,All Rounder,45.0,110.0,74.0,36.0,218.0,54.0,55.0,109.0,2.0,33.94,47.36,76.0,32.0,44.0,4.0,12.0,2.0,0.0,0.0
 Season 7,Patna Pirates,Mohammad Esmaeil Maghsoudlou Mahalli,Raider,17.0,38.0,31.0,7.0,107.0,25.0,26.0,56.0,0.0,28.97,36.84,19.0,5.0,14.0,2.0,9.0,0.0,0.0,0.0
 Overall,Patna Pirates,Mohammad Esmaeil Maghsoudlou Mahalli,Raider,17.0,38.0,31.0,7.0,107.0,25.0,26.0,56.0,0.0,28.97,36.84,19.0,5.0,14.0,2.0,9.0,0.0,0.0,0.0
 Season 5,Jaipur Pink Panthers,Anand Patil,Raider,19.0,33.0,33.0,0.0,102.0,24.0,31.0,47.0,2.0,32.35,0.0,6.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0
 Season 6,Jaipur Pink Panthers,Anand Patil,Raider,7.0,13.0,13.0,0.0,52.0,9.0,16.0,27.0,1.0,25.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0
 Overall,Jaipur Pink Panthers,Anand Patil,Raider,26.0,46.0,46.0,0.0,154.0,33.0,47.0,74.0,3.0,29.87,0.0,8.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0
 Season 5,Bengal Warriors,Mayur Shivtarkar,All Rounder,5.0,6.0,5.0,1.0,25.0,5.0,11.0,9.0,0.0,20.0,50.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
 Season 6,Bengal Warriors,Mayur Shivtarkar,All Rounder,18.0,23.0,4.0,19.0,36.0,1.0,8.0,27.0,0.0,11.11,29.23,65.0,19.0,46.0,0.0,3.0,2.0,0.0,0.0
 Season 7,Bengal Warriors,Mayur Shivtarkar,All Rounder,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.04,21.0,4.0,17.0,0.0,2.0,1.0,0.0,0.0
 Overall,Bengal Warriors,Mayur Shivtarkar,All Rounder,29.0,33.0,9.0,24.0,61.0,6.0,19.0,36.0,0.0,14.75,27.27,88.0,24.0,64.0,0.0,3.0,3.0,0.0,0.0
 Season 5,Patna Pirates,Jaideep,"Defender, left corner",26.0,71.0,0.0,71.0,5.0,0.0,0.0,5.0,0.0,0.0,46.1,154.0,66.0,88.0,5.0,7.0,4.0,0.0,0.0
 Season 6,Patna Pirates,Jaideep,"Defender, left corner",22.0,58.0,0.0,58.0,8.0,0.0,1.0,7.0,0.0,0.0,43.28,134.0,56.0,78.0,2.0,5.0,4.0,0.0,0.0
 Season 7,Patna Pirates,Jaideep,"Defender, left corner",19.0,48.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15,104.0,45.0,59.0,3.0,7.0,1.0,0.0,0.0
 Overall,Patna Pirates,Jaideep,"Defender, left corner",67.0,177.0,0.0,177.0,13.0,0.0,1.0,12.0,0.0,0.0,45.15,392.0,167.0,225.0,10.0,7.0,9.0,0.0,0.0
 Season 5,Patna Pirates,Vishnu Uthaman,Raider,3.0,1.0,0.0,1.0,7.0,0.0,4.0,3.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
 Overall,Patna Pirates,Vishnu Uthaman,Raider,3.0,1.0,0.0,1.0,7.0,0.0,4.0,3.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
 Season 6,Bengaluru Bulls,Lal Mohar Yadav,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 7,Bengaluru Bulls,Lal Mohar Yadav,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Bengaluru Bulls,Lal Mohar Yadav,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Puneri Paltan,Bajrang,"Defender, right cover",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Puneri Paltan,Bajrang,"Defender, right cover",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Jaipur Pink Panthers,Lokesh Kaushik,Raider,6.0,4.0,2.0,2.0,11.0,2.0,5.0,4.0,0.0,18.18,66.66,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
 Season 7,Jaipur Pink Panthers,Lokesh Kaushik,Raider,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Jaipur Pink Panthers,Lokesh Kaushik,Raider,7.0,4.0,2.0,2.0,13.0,2.0,7.0,4.0,0.0,15.38,66.66,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
 Season 5,,Ankit Malik,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Overall,,Ankit Malik,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Bengal Warriors,Ameares Mondal,Defender,2.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
 Season 5,Bengal Warriors,Ameares Mondal,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Bengal Warriors,Ameares Mondal,Defender,2.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
 Season 5,Gujarat Fortunegiants,Shubham Ashok Palkar,Raider,8.0,7.0,7.0,0.0,24.0,6.0,8.0,10.0,0.0,29.16,0.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0
