MatchId,MatchResult,SeasonId,Team1,Team1Score,Team1_all_outs_conceded,Team2,Team2Score,Team2_all_outs_conceded,home_team_name
Match 59,Jaipur Pink Panthers beat Gujarat Fortunegiants (31-25), Season 5,Gujarat Fortunegiants,25.0,2.0,Jaipur Pink Panthers,31.0,0.0,
Match 60,Bengal Warriors beat Tamil Thalaivas (29-25), Season 5,Bengal Warriors,29.0,1.0,Tamil Thalaivas,25.0,1.0,Bengal Warriors
Match 61,Patna Pirates beat Jaipur Pink Panthers (47-21), Season 5,Patna Pirates,47.0,0.0,Jaipur Pink Panthers,21.0,4.0,
Match 62,Haryana Steelers beat Bengal Warriors (36-29), Season 5,Bengal Warriors,29.0,2.0,Haryana Steelers,36.0,1.0,Bengal Warriors
Match 63,Dabang Delhi K.C. beat Bengaluru Bulls (38-30), Season 5,Dabang Delhi K.C.,38.0,1.0,Bengaluru Bulls,30.0,2.0,
Match 64,U Mumba beat Bengal Warriors (37-31), Season 5,Bengal Warriors,31.0,2.0,U Mumba,37.0,1.0,Bengal Warriors
Match 65,Puneri Paltan beat Telugu Titans (42-37), Season 5,Telugu Titans,37.0,3.0,Puneri Paltan,42.0,2.0,
Match 66,Match Tied, Season 5,Bengal Warriors,31.0,1.0,Dabang Delhi K.C.,31.0,2.0,Bengal Warriors
Match 67,Match Tied, Season 5,Haryana Steelers,41.0,2.0,Patna Pirates,41.0,2.0,Haryana Steelers
Match 68,Match Tied, Season 5,Gujarat Fortunegiants,30.0,1.0,U.P. Yoddha,30.0,2.0,
Match 69,U Mumba beat Patna Pirates (51-41), Season 5,Patna Pirates,41.0,3.0,U Mumba,51.0,1.0,
Match 70,Haryana Steelers beat Bengaluru Bulls (38-31), Season 5,Haryana Steelers,38.0,0.0,Bengaluru Bulls,31.0,2.0,Haryana Steelers
Match 71,Bengaluru Bulls beat Puneri Paltan (24-20), Season 5,Bengaluru Bulls,24.0,0.0,Puneri Paltan,20.0,1.0,
Match 72,Telugu Titans beat Haryana Steelers (37-19), Season 5,Haryana Steelers,19.0,2.0,Telugu Titans,37.0,0.0,Haryana Steelers
Match 73,Bengal Warriors beat Telugu Titans (32-31), Season 5,Bengal Warriors,32.0,2.0,Telugu Titans,31.0,1.0,
Match 74,Haryana Steelers beat Dabang Delhi K.C. (27-24), Season 5,Haryana Steelers,27.0,1.0,Dabang Delhi K.C.,24.0,1.0,Haryana Steelers
Match 75,Tamil Thalaivas beat U.P. Yoddha (34-33), Season 5,Tamil Thalaivas,34.0,1.0,U.P. Yoddha,33.0,2.0,
Match 76,Puneri Paltan beat Haryana Steelers (38-22), Season 5,Haryana Steelers,22.0,2.0,Puneri Paltan,38.0,0.0,Haryana Steelers
Match 77,Match Tied, Season 5,Haryana Steelers,27.0,1.0,Jaipur Pink Panthers,27.0,1.0,Haryana Steelers
Match 78,Patna Pirates beat Telugu Titans (46-30), Season 5,Patna Pirates,46.0,1.0,Telugu Titans,30.0,4.0,Patna Pirates
Match 79,Gujarat Fortunegiants beat U Mumba (39-28), Season 5,U Mumba,28.0,2.0,Gujarat Fortunegiants,39.0,0.0,
Match 80,Match Tied, Season 5,Bengaluru Bulls,26.0,0.0,Telugu Titans,26.0,1.0,
Match 81,Patna Pirates beat U.P. Yoddha (45-42), Season 5,Patna Pirates,45.0,2.0,U.P. Yoddha,42.0,3.0,Patna Pirates
Match 82,Jaipur Pink Panthers beat Dabang Delhi K.C. (36-25), Season 5,Jaipur Pink Panthers,36.0,0.0,Dabang Delhi K.C.,25.0,2.0,
Match 83,Match Tied, Season 5,Patna Pirates,37.0,1.0,Bengal Warriors,37.0,2.0,Patna Pirates
match 84,Puneri Paltan beat Haryana Steelers (37-25), Season 5,Puneri Paltan,37.0,0.0,Haryana Steelers,25.0,2.0,
Match 85,Patna Pirates beat Bengaluru Bulls (36-32), Season 5,Patna Pirates,36.0,1.0,Bengaluru Bulls,32.0,2.0,Patna Pirates
Match 86,Patna Pirates beat Tamil Thalaivas (41-39), Season 5,Patna Pirates,41.0,1.0,Tamil Thalaivas,39.0,2.0,Patna Pirates
Match 87,Haryana Steelers beat Jaipur Pink Panthers (30-26), Season 5,Jaipur Pink Panthers,26.0,1.0,Haryana Steelers,30.0,0.0,
Match 88,U.P. Yoddha beat Patna Pirates (46-41), Season 5,Patna Pirates,41.0,2.0,U.P. Yoddha,46.0,1.0,Patna Pirates
Match 89,U Mumba beat Dabang Delhi K.C. (30-28), Season 5,Dabang Delhi K.C.,28.0,1.0,U Mumba,30.0,1.0,Dabang Delhi K.C.
Match 90,Bengal Warriors beat Bengaluru Bulls (33-29), Season 5,Bengaluru Bulls,29.0,1.0,Bengal Warriors,33.0,1.0,
Match 91,Puneri Paltan beat Dabang Delhi K.C. (34-29), Season 5,Dabang Delhi K.C.,29.0,2.0,Puneri Paltan,34.0,1.0,Dabang Delhi K.C.
Match 92,Tamil Thalaivas beat Bengal Warriors (33-32), Season 5,Bengal Warriors,32.0,1.0,Tamil Thalaivas,33.0,1.0,
Match 93,Haryana Steelers beat Dabang Delhi K.C. (42-24), Season 5,Dabang Delhi K.C.,24.0,3.0,Haryana Steelers,42.0,0.0,Dabang Delhi K.C.
Match 94,Tamil Thalaivas beat Gujarat Fortunegiants (35-34), Season 5,Gujarat Fortunegiants,34.0,1.0,Tamil Thalaivas,35.0,2.0,
Match 95,Patna Pirates beat Dabang Delhi K.C. (36-34), Season 5,Dabang Delhi K.C.,34.0,2.0,Patna Pirates,36.0,2.0,Dabang Delhi K.C.
Match 96,Telugu Titans beat Jaipur Pink Panthers (41-34), Season 5,Telugu Titans,41.0,1.0,Jaipur Pink Panthers,34.0,1.0,
Match 97,U.P. Yoddha beat Dabang Delhi K.C. (45-16), Season 5,Dabang Delhi K.C.,16.0,3.0,U.P. Yoddha,45.0,0.0,Dabang Delhi K.C.
Match 98,U Mumba beat Bengaluru Bulls (42-30), Season 5,Bengaluru Bulls,30.0,2.0,U Mumba,42.0,0.0,
Match 99,Telugu Titans beat Dabang Delhi K.C. (44-22), Season 5,Dabang Delhi K.C.,22.0,3.0,Telugu Titans,44.0,0.0,Dabang Delhi K.C.
Match 100,Puneri Paltan beat Tamil Thalaivas (33-20), Season 5,Tamil Thalaivas,20.0,2.0,Puneri Paltan,33.0,0.0,Tamil Thalaivas
Match 101,Gujarat Fortunegiants beat Patna Pirates (30-29), Season 5,Gujarat Fortunegiants,30.0,0.0,Patna Pirates,29.0,1.0,
Match 102,Puneri Paltan beat U.P. Yoddha (34-33), Season 5,Puneri Paltan,34.0,1.0,U.P. Yoddha,33.0,2.0,
Match 103,Jaipur Pink Panthers beat Tamil Thalaivas (27-26), Season 5,Tamil Thalaivas,26.0,1.0,Jaipur Pink Panthers,27.0,0.0,Tamil Thalaivas
Match 104,Bengal Warriors beat Jaipur Pink Panthers (32-31), Season 5,Jaipur Pink Panthers,31.0,1.0,Bengal Warriors,32.0,1.0,
Match 105,U Mumba beat Tamil Thalaivas (33-30), Season 5,Tamil Thalaivas,30.0,1.0,U Mumba,33.0,1.0,Tamil Thalaivas
Match 106,Gujarat Fortunegiants beat Dabang Delhi K.C. (42-22), Season 5,Dabang Delhi K.C.,22.0,3.0,Gujarat Fortunegiants,42.0,0.0,
Match 107,Telugu Titans beat Tamil Thalaivas (58-37), Season 5,Tamil Thalaivas,37.0,4.0,Telugu Titans,58.0,1.0,Tamil Thalaivas
Match 108,Haryana Steelers beat U Mumba (41-30), Season 5,U Mumba,30.0,2.0,Haryana Steelers,41.0,0.0,
Match 109,U.P. Yoddha beat Tamil Thalaivas (37-33), Season 5,Tamil Thalaivas,33.0,1.0,U.P. Yoddha,37.0,0.0,Tamil Thalaivas
Match 110,Bengaluru Bulls beat Tamil Thalaivas (45-35), Season 5,Tamil Thalaivas,35.0,3.0,Bengaluru Bulls,45.0,1.0,Tamil Thalaivas
Match 111,Gujarat Fortunegiants beat Jaipur Pink Panthers (29-23), Season 5,Jaipur Pink Panthers,23.0,1.0,Gujarat Fortunegiants,29.0,0.0,Jaipur Pink Panthers
Match 112,Bengal Warriors beat Puneri Paltan (25-19), Season 5,Puneri Paltan,19.0,1.0,Bengal Warriors,25.0,0.0,
Match 113,Haryana Steelers beat Telugu Titans (32-30), Season 5,Haryana Steelers,32.0,1.0,Telugu Titans,30.0,1.0,
Match 114,Jaipur Pink Panthers beat U Mumba (36-32), Season 5,Jaipur Pink Panthers,36.0,1.0,U Mumba,32.0,2.0,Jaipur Pink Panthers
Match 115,Gujarat Fortunegiants beat Patna Pirates (33-29), Season 5,Gujarat Fortunegiants,33.0,1.0,Patna Pirates,29.0,1.0,
Match 116,Puneri Paltan beat Jaipur Pink Panthers (38-30), Season 5,Jaipur Pink Panthers,30.0,2.0,Puneri Paltan,38.0,1.0,Jaipur Pink Panthers
Match 117,Tamil Thalaivas beat U Mumba (38-35), Season 5,U Mumba,35.0,1.0,Tamil Thalaivas,38.0,1.0,
Match 118,Dabang Delhi K.C. beat Jaipur Pink Panthers (35-34), Season 5,Jaipur Pink Panthers,34.0,1.0,Dabang Delhi K.C.,35.0,1.0,Jaipur Pink Panthers
Match 119,Bengaluru Bulls beat Dabang Delhi K.C. (35-32), Season 5,Dabang Delhi K.C.,32.0,1.0,Bengaluru Bulls,35.0,1.0,
Match 120,Haryana Steelers beat Jaipur Pink Panthers (37-27), Season 5,Jaipur Pink Panthers,27.0,2.0,Haryana Steelers,37.0,0.0,Jaipur Pink Panthers
Match 121,U.P. Yoddha beat Jaipur Pink Panthers (53-32), Season 5,Jaipur Pink Panthers,32.0,3.0,U.P. Yoddha,53.0,0.0,Jaipur Pink Panthers
Match 122,Gujarat Fortunegiants beat Puneri Paltan (44-20), Season 5,Puneri Paltan,20.0,3.0,Gujarat Fortunegiants,44.0,0.0,Puneri Paltan
Match 123,Bengal Warriors beat Tamil Thalaivas (34-30), Season 5,Bengal Warriors,34.0,0.0,Tamil Thalaivas,30.0,2.0,
Match 124,Tamil Thalaivas beat Patna Pirates (40-37), Season 5,Tamil Thalaivas,40.0,1.0,Patna Pirates,37.0,2.0,
Match 125,Puneri Paltan beat U Mumba (43-24), Season 5,Puneri Paltan,43.0,0.0,U Mumba,24.0,3.0,Puneri Paltan
Match 126,Bengaluru Bulls beat U.P. Yoddha (38-32), Season 5,Bengaluru Bulls,38.0,1.0,U.P. Yoddha,32.0,2.0,
Match 127,Puneri Paltan beat Dabang Delhi K.C. (34-31), Season 5,Puneri Paltan,34.0,1.0,Dabang Delhi K.C.,31.0,1.0,Puneri Paltan
Match 128,Haryana Steelers beat Puneri Paltan (31-27), Season 5,Puneri Paltan,27.0,1.0,Haryana Steelers,31.0,0.0,Puneri Paltan
Match 129,Match Tied, Season 5,Patna Pirates,29.0,1.0,Bengaluru Bulls,29.0,0.0,
Match 130,Puneri Paltan beat Jaipur Pink Panthers (38-15), Season 5,Puneri Paltan,38.0,0.0,Jaipur Pink Panthers,15.0,2.0,Puneri Paltan
Match 131,Match Tied, Season 5,Telugu Titans,37.0,2.0,Bengal Warriors,37.0,2.0,
Match 132,Gujarat Fortunegiants beat Puneri Paltan (23-22), Season 5,Puneri Paltan,22.0,0.0,Gujarat Fortunegiants,23.0,0.0,Puneri Paltan
Eliminator 1,Puneri Paltan beat U.P. Yoddha (40-38), Season 5,Puneri Paltan,40.0,2.0,U.P. Yoddha,38.0,2.0,
Eliminator 2,Patna Pirates beat Haryana Steelers (69-30), Season 5,Patna Pirates,69.0,0.0,Haryana Steelers,30.0,5.0,
Qualifier 1,Gujarat Fortunegiants beat Bengal Warriors (42-17), Season 5,Gujarat Fortunegiants,42.0,0.0,Bengal Warriors,17.0,3.0,
Eliminator 3,Patna Pirates beat Puneri Paltan (42-32), Season 5,Puneri Paltan,32.0,3.0,Patna Pirates,42.0,1.0,
Qualifier 2,Patna Pirates beat Bengal Warriors (47-44), Season 5,Bengal Warriors,44.0,3.0,Patna Pirates,47.0,1.0,
Final,Patna Pirates beat Gujarat Fortunegiants (55-38), Season 5,Gujarat Fortunegiants,38.0,4.0,Patna Pirates,55.0,1.0,
Match 1,Tamil Thalaivas beat Patna Pirates (42-26), Season 6,Tamil Thalaivas,42.0,1.0,Patna Pirates,26.0,3.0,Tamil Thalaivas
Match 2,Match Tied, Season 6,Puneri Paltan,32.0,1.0,U Mumba,32.0,0.0,
Match 3,Puneri Paltan beat Haryana Steelers (34-22), Season 6,Puneri Paltan,34.0,0.0,Haryana Steelers,22.0,2.0,
Match 4,U.P. Yoddha beat Tamil Thalaivas (37-32), Season 6,Tamil Thalaivas,32.0,2.0,U.P. Yoddha,37.0,2.0,Tamil Thalaivas
Match 5,Match Tied, Season 6,Dabang Delhi K.C.,32.0,1.0,Gujarat Fortunegiants,32.0,1.0,
Match 6,Telugu Titans beat Tamil Thalaivas (33-28), Season 6,Tamil Thalaivas,28.0,1.0,Telugu Titans,33.0,0.0,Tamil Thalaivas
Match 7,U Mumba beat Jaipur Pink Panthers (39-32), Season 6,U Mumba,39.0,1.0,Jaipur Pink Panthers,32.0,2.0,
Match 8,Bengaluru Bulls beat Tamil Thalaivas (48-37), Season 6,Tamil Thalaivas,37.0,2.0,Bengaluru Bulls,48.0,1.0,Tamil Thalaivas
Match 58,Dabang Delhi K.C. beat Jaipur Pink Panthers (40-29), Season 6,Jaipur Pink Panthers,29.0,2.0,Dabang Delhi K.C.,40.0,0.0,
Match 10,Bengal Warriors beat Tamil Thalaivas (36-27), Season 6,Tamil Thalaivas,27.0,2.0,Bengal Warriors,36.0,0.0,Tamil Thalaivas
Match 84,Bengaluru Bulls beat U.P. Yoddha (37-27), Season 6,Bengaluru Bulls,37.0,0.0,U.P. Yoddha,27.0,2.0,Bengaluru Bulls
Match 11,Haryana Steelers beat Gujarat Fortunegiants (32-25), Season 6,Haryana Steelers,32.0,0.0,Gujarat Fortunegiants,25.0,1.0,Haryana Steelers
Match 15,Patna Pirates beat U.P. Yoddha (43-37), Season 6,Patna Pirates,43.0,1.0,U.P. Yoddha,37.0,2.0,
Match 12,Dabang Delhi K.C. beat Puneri Paltan (41-37), Season 6,Puneri Paltan,37.0,2.0,Dabang Delhi K.C.,41.0,1.0,
Match 14,U Mumba beat Haryana Steelers (53-26), Season 6,Haryana Steelers,26.0,4.0,U Mumba,53.0,0.0,Haryana Steelers
Match 13,Telugu Titans beat U.P. Yoddha (34-29), Season 6,Telugu Titans,34.0,0.0,U.P. Yoddha,29.0,0.0,
Match 16,Puneri Paltan beat Haryana Steelers (45-27), Season 6,Haryana Steelers,27.0,3.0,Puneri Paltan,45.0,0.0,Haryana Steelers
Match 17,Bengal Warriors beat Telugu Titans (30-25), Season 6,Bengal Warriors,30.0,0.0,Telugu Titans,25.0,1.0,
Match 18,Jaipur Pink Panthers beat Haryana Steelers (36-33), Season 6,Haryana Steelers,33.0,1.0,Jaipur Pink Panthers,36.0,0.0,Haryana Steelers
Match 19,Bengaluru Bulls beat Tamil Thalaivas (44-35), Season 6,Bengaluru Bulls,44.0,1.0,Tamil Thalaivas,35.0,2.0,
Match 20,U Mumba beat Haryana Steelers (42-32), Season 6,Haryana Steelers,32.0,2.0,U Mumba,42.0,0.0,Haryana Steelers
Match 21,Haryana Steelers beat Dabang Delhi K.C. (34-31), Season 6,Haryana Steelers,34.0,0.0,Dabang Delhi K.C.,31.0,1.0,Haryana Steelers
Match 22,Gujarat Fortunegiants beat Puneri Paltan (34-28), Season 6,Puneri Paltan,28.0,1.0,Gujarat Fortunegiants,34.0,0.0,Puneri Paltan
Match 23,Telugu Titans beat Patna Pirates (35-31), Season 6,Patna Pirates,31.0,1.0,Telugu Titans,35.0,1.0,
Match 24,Puneri Paltan beat Jaipur Pink Panthers (29-25), Season 6,Puneri Paltan,29.0,1.0,Jaipur Pink Panthers,25.0,0.0,Puneri Paltan
Match 25,Match Tied, Season 6,U.P. Yoddha,40.0,1.0,Bengal Warriors,40.0,1.0,
Match 26,Puneri Paltan beat U Mumba (33-32), Season 6,Puneri Paltan,33.0,1.0,U Mumba,32.0,1.0,Puneri Paltan
Match 27,Dabang Delhi K.C. beat Bengal Warriors (39-30), Season 6,Dabang Delhi K.C.,39.0,0.0,Bengal Warriors,30.0,2.0,
Match 28,Puneri Paltan beat Bengaluru Bulls (27-25), Season 6,Puneri Paltan,27.0,1.0,Bengaluru Bulls,25.0,0.0,Puneri Paltan
Match 29,U Mumba beat Telugu Titans (41-20), Season 6,U Mumba,41.0,0.0,Telugu Titans,20.0,3.0,
Match 30,Tamil Thalaivas beat Puneri Paltan (36-31), Season 6,Puneri Paltan,31.0,2.0,Tamil Thalaivas,36.0,0.0,Puneri Paltan
Match 31,Bengaluru Bulls beat Haryana Steelers (42-34), Season 6,Bengaluru Bulls,42.0,0.0,Haryana Steelers,34.0,2.0,
Match 32,U.P. Yoddha beat Puneri Paltan (29-23), Season 6,Puneri Paltan,23.0,0.0,U.P. Yoddha,29.0,0.0,Puneri Paltan
Match 33,Patna Pirates beat Jaipur Pink Panthers (41-30), Season 6,Patna Pirates,41.0,0.0,Jaipur Pink Panthers,30.0,2.0,Patna Pirates
Match 34,Gujarat Fortunegiants beat Tamil Thalaivas (36-25), Season 6,Gujarat Fortunegiants,36.0,0.0,Tamil Thalaivas,25.0,1.0,
Match 35,Bengal Warriors beat Jaipur Pink Panthers (39-28), Season 6,Jaipur Pink Panthers,28.0,2.0,Bengal Warriors,39.0,0.0,
Match 36,U Mumba beat Patna Pirates (40-39), Season 6,Patna Pirates,39.0,0.0,U Mumba,40.0,2.0,Patna Pirates
Match 37,U.P. Yoddha beat Dabang Delhi K.C. (38-36), Season 6,Dabang Delhi K.C.,36.0,2.0,U.P. Yoddha,38.0,1.0,
Match 38,Haryana Steelers beat Patna Pirates (43-32), Season 6,Patna Pirates,32.0,2.0,Haryana Steelers,43.0,0.0,Patna Pirates
Match 39,Gujarat Fortunegiants beat Puneri Paltan (37-27), Season 6,Puneri Paltan,27.0,2.0,Gujarat Fortunegiants,37.0,0.0,
Match 40,Telugu Titans beat Patna Pirates (53-32), Season 6,Patna Pirates,32.0,3.0,Telugu Titans,53.0,0.0,Patna Pirates
Match 41,Puneri Paltan beat Dabang Delhi K.C. (31-27), Season 6,Dabang Delhi K.C.,27.0,1.0,Puneri Paltan,31.0,1.0,
Match 42,Bengaluru Bulls beat Patna Pirates (43-41), Season 6,Patna Pirates,41.0,1.0,Bengaluru Bulls,43.0,2.0,Patna Pirates
Match 43,Patna Pirates beat Bengal Warriors (29-27), Season 6,Patna Pirates,29.0,0.0,Bengal Warriors,27.0,1.0,Patna Pirates
Match 44,Tamil Thalaivas beat U.P. Yoddha (46-24), Season 6,U.P. Yoddha,24.0,3.0,Tamil Thalaivas,46.0,0.0,U.P. Yoddha
Match 45,Gujarat Fortunegiants beat Jaipur Pink Panthers (36-25), Season 6,Jaipur Pink Panthers,25.0,2.0,Gujarat Fortunegiants,36.0,0.0,
Match 46,U Mumba beat Puneri Paltan (31-22), Season 6,U Mumba,31.0,0.0,Puneri Paltan,22.0,2.0,
Match 47,Bengaluru Bulls beat U.P. Yoddha (35-29), Season 6,U.P. Yoddha,29.0,1.0,Bengaluru Bulls,35.0,1.0,U.P. Yoddha
Match 48,Gujarat Fortunegiants beat Dabang Delhi K.C. (45-38), Season 6,Dabang Delhi K.C.,38.0,2.0,Gujarat Fortunegiants,45.0,2.0,
Match 49,Match Tied, Season 6,U.P. Yoddha,30.0,1.0,Bengal Warriors,30.0,1.0,U.P. Yoddha
Match 50,Jaipur Pink Panthers beat Haryana Steelers (38-32), Season 6,Jaipur Pink Panthers,38.0,1.0,Haryana Steelers,32.0,2.0,
Match 51,Match Tied, Season 6,U.P. Yoddha,26.0,1.0,Telugu Titans,26.0,1.0,U.P. Yoddha
Match 9,Patna Pirates beat U.P. Yoddha (43-41), Season 6,U.P. Yoddha,41.0,2.0,Patna Pirates,43.0,2.0,U.P. Yoddha
Match 52,Dabang Delhi K.C. beat Haryana Steelers (39-33), Season 6,Haryana Steelers,33.0,2.0,Dabang Delhi K.C.,39.0,1.0,
Match 53,Bengaluru Bulls beat U.P. Yoddha (37-27), Season 6,U.P. Yoddha,27.0,2.0,Bengaluru Bulls,37.0,0.0,U.P. Yoddha
Match 54,U Mumba beat Jaipur Pink Panthers (48-24), Season 6,U Mumba,48.0,0.0,Jaipur Pink Panthers,24.0,4.0,U Mumba
Match 55,Bengal Warriors beat Telugu Titans (30-25), Season 6,Bengal Warriors,30.0,0.0,Telugu Titans,25.0,1.0,
Match 56,Patna Pirates beat Bengal Warriors (50-30), Season 6,Patna Pirates,50.0,1.0,Bengal Warriors,30.0,3.0,
Match 57,Gujarat Fortunegiants beat U Mumba (38-36), Season 6,U Mumba,36.0,2.0,Gujarat Fortunegiants,38.0,1.0,U Mumba
Match 59,Haryana Steelers beat U Mumba (35-31), Season 6,U Mumba,31.0,1.0,Haryana Steelers,35.0,1.0,U Mumba
Match 60,Telugu Titans beat Puneri Paltan (28-25), Season 6,Puneri Paltan,25.0,2.0,Telugu Titans,28.0,1.0,
Match 61,U Mumba beat U.P. Yoddha (41-24), Season 6,U Mumba,41.0,0.0,U.P. Yoddha,24.0,3.0,U Mumba
Match 62,Match Tied, Season 6,Tamil Thalaivas,32.0,1.0,Haryana Steelers,32.0,1.0,
Match 63,U Mumba beat Bengaluru Bulls (32-29), Season 6,U Mumba,32.0,1.0,Bengaluru Bulls,29.0,2.0,U Mumba
Match 64,Patna Pirates beat Dabang Delhi K.C. (38-35), Season 6,Patna Pirates,38.0,1.0,Dabang Delhi K.C.,35.0,2.0,
Match 65,U Mumba beat Tamil Thalaivas (36-22), Season 6,U Mumba,36.0,0.0,Tamil Thalaivas,22.0,2.0,U Mumba
Match 66,Gujarat Fortunegiants beat Bengal Warriors (35-23), Season 6,Gujarat Fortunegiants,35.0,0.0,Bengal Warriors,23.0,2.0,Gujarat Fortunegiants
Match 67,Jaipur Pink Panthers beat U.P. Yoddha (45-28), Season 6,Jaipur Pink Panthers,45.0,0.0,U.P. Yoddha,28.0,3.0,
Match 68,Bengal Warriors beat Puneri Paltan (26-22), Season 6,Puneri Paltan,22.0,1.0,Bengal Warriors,26.0,0.0,
Match 69,Match Tied, Season 6,Gujarat Fortunegiants,30.0,1.0,Bengaluru Bulls,30.0,1.0,Gujarat Fortunegiants
Match 70,Bengaluru Bulls beat Jaipur Pink Panthers (45-32), Season 6,Jaipur Pink Panthers,32.0,3.0,Bengaluru Bulls,45.0,1.0,
Match 71,Gujarat Fortunegiants beat U.P. Yoddha (37-32), Season 6,Gujarat Fortunegiants,37.0,1.0,U.P. Yoddha,32.0,2.0,Gujarat Fortunegiants
Match 72,Tamil Thalaivas beat Telugu Titans (27-23), Season 6,Tamil Thalaivas,27.0,0.0,Telugu Titans,23.0,1.0,
Match 73,Dabang Delhi K.C. beat Gujarat Fortunegiants (29-26), Season 6,Gujarat Fortunegiants,26.0,1.0,Dabang Delhi K.C.,29.0,0.0,Gujarat Fortunegiants
Match 74,Patna Pirates beat Tamil Thalaivas (45-27), Season 6,Patna Pirates,45.0,1.0,Tamil Thalaivas,27.0,3.0,
Match 75,Gujarat Fortunegiants beat U Mumba (39-35), Season 6,Gujarat Fortunegiants,39.0,1.0,U Mumba,35.0,2.0,Gujarat Fortunegiants
Match 76,Gujarat Fortunegiants beat Haryana Steelers (40-31), Season 6,Gujarat Fortunegiants,40.0,0.0,Haryana Steelers,31.0,2.0,Gujarat Fortunegiants
Match 77,Bengal Warriors beat Bengaluru Bulls (33-31), Season 6,Bengaluru Bulls,31.0,1.0,Bengal Warriors,33.0,1.0,Bengaluru Bulls
Match 78,Match Tied, Season 6,Jaipur Pink Panthers,30.0,1.0,Puneri Paltan,30.0,1.0,
Match 79,U Mumba beat Dabang Delhi K.C. (39-23), Season 6,U Mumba,39.0,0.0,Dabang Delhi K.C.,23.0,2.0,
Match 80,Bengaluru Bulls beat Tamil Thalaivas (36-22), Season 6,Bengaluru Bulls,36.0,0.0,Tamil Thalaivas,22.0,2.0,Bengaluru Bulls
Match 82,Patna Pirates beat Bengaluru Bulls (35-32), Season 6,Bengaluru Bulls,32.0,1.0,Patna Pirates,35.0,1.0,Bengaluru Bulls
Match 81,Haryana Steelers beat Dabang Delhi K.C. (34-27), Season 6,Dabang Delhi K.C.,27.0,1.0,Haryana Steelers,34.0,0.0,
Match 83,Tamil Thalaivas beat Telugu Titans (31-25), Season 6,Tamil Thalaivas,31.0,0.0,Telugu Titans,25.0,1.0,
Match 85,Puneri Paltan beat Haryana Steelers (35-33), Season 6,Haryana Steelers,33.0,2.0,Puneri Paltan,35.0,2.0,
Match 86,Bengaluru Bulls beat Telugu Titans (34-26), Season 6,Bengaluru Bulls,34.0,1.0,Telugu Titans,26.0,1.0,Bengaluru Bulls
Match 87,Gujarat Fortunegiants beat Puneri Paltan (35-20), Season 6,Puneri Paltan,20.0,2.0,Gujarat Fortunegiants,35.0,0.0,
Match 88,Bengal Warriors beat Bengaluru Bulls (44-37), Season 6,Bengaluru Bulls,37.0,3.0,Bengal Warriors,44.0,1.0,Bengaluru Bulls
Match 89,Dabang Delhi K.C. beat Jaipur Pink Panthers (48-35), Season 6,Dabang Delhi K.C.,48.0,1.0,Jaipur Pink Panthers,35.0,3.0,Dabang Delhi K.C.
Match 90,Match Tied, Season 6,Tamil Thalaivas,35.0,2.0,Patna Pirates,35.0,1.0,
Match 91,U Mumba beat Dabang Delhi K.C. (41-34), Season 6,Dabang Delhi K.C.,34.0,2.0,U Mumba,41.0,2.0,Dabang Delhi K.C.
Match 92,U Mumba beat Gujarat Fortunegiants (36-26), Season 6,U Mumba,36.0,0.0,Gujarat Fortunegiants,26.0,2.0,
Match 93,Dabang Delhi K.C. beat Puneri Paltan (35-24), Season 6,Dabang Delhi K.C.,35.0,0.0,Puneri Paltan,24.0,2.0,Dabang Delhi K.C.
Match 94,Gujarat Fortunegiants beat Patna Pirates (45-27), Season 6,Patna Pirates,27.0,3.0,Gujarat Fortunegiants,45.0,0.0,
Match 95,Dabang Delhi K.C. beat Telugu Titans (34-29), Season 6,Dabang Delhi K.C.,34.0,1.0,Telugu Titans,29.0,2.0,Dabang Delhi K.C.
Match 96,Haryana Steelers beat Bengal Warriors (35-33), Season 6,Haryana Steelers,35.0,1.0,Bengal Warriors,33.0,1.0,
Match 97,Dabang Delhi K.C. beat Bengaluru Bulls (32-31), Season 6,Dabang Delhi K.C.,32.0,0.0,Bengaluru Bulls,31.0,2.0,Dabang Delhi K.C.
Match 98,U.P. Yoddha beat Haryana Steelers (30-29), Season 6,U.P. Yoddha,30.0,0.0,Haryana Steelers,29.0,1.0,
Match 99,Dabang Delhi K.C. beat Tamil Thalaivas (37-33), Season 6,Dabang Delhi K.C.,37.0,1.0,Tamil Thalaivas,33.0,2.0,Dabang Delhi K.C.
Match 100,Gujarat Fortunegiants beat Telugu Titans (29-27), Season 6,Telugu Titans,27.0,1.0,Gujarat Fortunegiants,29.0,1.0,Telugu Titans
Match 101,Patna Pirates beat Puneri Paltan (53-36), Season 6,Patna Pirates,53.0,0.0,Puneri Paltan,36.0,3.0,
Match 102,U Mumba beat Bengal Warriors (31-20), Season 6,U Mumba,31.0,0.0,Bengal Warriors,20.0,1.0,
Match 103,Telugu Titans beat Jaipur Pink Panthers (36-26), Season 6,Telugu Titans,36.0,0.0,Jaipur Pink Panthers,26.0,2.0,Telugu Titans
Match 104,Jaipur Pink Panthers beat Tamil Thalaivas (37-24), Season 6,Tamil Thalaivas,24.0,2.0,Jaipur Pink Panthers,37.0,0.0,
Match 105,Telugu Titans beat Haryana Steelers (35-31), Season 6,Telugu Titans,35.0,1.0,Haryana Steelers,31.0,1.0,Telugu Titans
